"value","count","fraction","in_wiki","description","correct"
"unclassified_highway;public_bridleway",24,1e-04,FALSE,"",
"tax-exempt_heritage_asset",24,1e-04,FALSE,"",
"home_zone",24,1e-04,FALSE,"",
"roadside_nature_reserve",23,1e-04,FALSE,"",
"neighbourhood_plan",22,1e-04,FALSE,"",
"adopted highway",20,1e-04,FALSE,"",
"D6036",19,1e-04,FALSE,"",
"area_of_outstanding_natural_beauty",18,1e-04,FALSE,"",
"foot",17,1e-04,FALSE,"",
"open_access",17,1e-04,FALSE,"",
"non_metropolitan_county",16,1e-04,FALSE,"",
"dwelling",15,1e-04,FALSE,"",
"WCML Down Slow",15,1e-04,FALSE,"",
"Bungalow",15,1e-04,FALSE,"",
"unknown_byway",14,1e-04,FALSE,"",
"national_park",14,1e-04,FALSE,"",
"Grade II",14,1e-04,FALSE,"",
"adopted_highway",14,1e-04,FALSE,"",
"london_borough",13,1e-04,FALSE,"",
"outer_london_borough",13,1e-04,FALSE,"",
"Well",12,1e-04,FALSE,"",
"Mill lade",12,1e-04,FALSE,"",
"Nature Reserve",12,1e-04,FALSE,"",
"Village Hall",12,1e-04,FALSE,"",
"Ride the Clwyds",12,1e-04,FALSE,"",
"principal_area",11,1e-04,FALSE,"",
"Edinburgh Quiet Routes Network",11,1e-04,FALSE,"",
"tertiary_highway;public_bridleway",11,1e-04,FALSE,"",
"Community Centre",10,1e-04,FALSE,"",
"permissive_path",10,1e-04,FALSE,"",
"public_way",10,1e-04,FALSE,"",
"unclassified_highway;byway_open_to_all_traffic",10,1e-04,FALSE,"",
"county_constituency",10,1e-04,FALSE,"",
"Red",10,1e-04,FALSE,"",
"Farm",10,1e-04,FALSE,"",
"Disabled",9,0,FALSE,"",
"Secondary",9,0,FALSE,"",
"unadopted",9,0,FALSE,"",
"village_green",9,0,FALSE,"",
"Romford - Upminster Line",9,0,FALSE,"",
"Bu",9,0,FALSE,"",
"borough_constituency",9,0,FALSE,"",
"private_authorised",9,0,FALSE,"",
"Wolverhampton Low Level - Birmingham Snow Hill Line",9,0,FALSE,"",
"goods",9,0,FALSE,"",
"Loughton Brook",8,0,FALSE,"",
"D4679",8,0,FALSE,"",
"tertiary_highway;restricted_byway",8,0,FALSE,"",
"Ride North Wales",8,0,FALSE,"",
"scheduled_monument",8,0,FALSE,"",
"Allotments",8,0,FALSE,"",
"Public House",8,0,FALSE,"",
"Disused",8,0,FALSE,"",
"unofficial_path",8,0,FALSE,"",
"Dry Stone Wall",7,0,FALSE,"",
"Loch",7,0,FALSE,"",
"D4676",7,0,FALSE,"",
"Road Block",7,0,FALSE,"",
"Long Stay",7,0,FALSE,"",
"D4735",7,0,FALSE,"",
"Kissing gate",7,0,FALSE,"",
"Coventry_City_Council_advisory_cycle_route",7,0,FALSE,"",
"public_footpath;public_cycleway",7,0,FALSE,"",
"Blue",7,0,FALSE,"",
"Coventry_City_Council_signed_cycle_route",7,0,FALSE,"",
"country_park",6,0,FALSE,"",
"Scheduled Ancient Monument",6,0,FALSE,"",
"hairdresser",6,0,FALSE,"",
"Alton Line",6,0,FALSE,"",
"OS Open Data",6,0,FALSE,"",
"D4650",6,0,FALSE,"",
"yes",6,0,FALSE,"",
"disused",6,0,FALSE,"",
"D3992",6,0,FALSE,"",
"Almshouses",6,0,FALSE,"",
"Council Office",6,0,FALSE,"",
"Ascrib Islands",6,0,FALSE,"",
"Environment Agency main river",6,0,FALSE,"",
"D4348",6,0,FALSE,"",
"public_bridleway;public_cycleway",6,0,FALSE,"",
"Welsh Dry Stone",6,0,FALSE,"",
"adopted_highway;public_footpath",6,0,FALSE,"",
"inner_london_borough",6,0,FALSE,"",
"D4492",6,0,FALSE,"",
"unknown",6,0,FALSE,"",
"Doctors Surgery",5,0,FALSE,"",
"Wolverhampton & Walsall Railway",5,0,FALSE,"",
"Library",5,0,FALSE,"",
"Marine Conservation Zone",5,0,FALSE,"",
"orpa",5,0,FALSE,"",
"4a",5,0,FALSE,"",
"red_route",5,0,FALSE,"",
"Foxfield Light Railway",5,0,FALSE,"",
"Former Mill Lade",5,0,FALSE,"",
"kissing gate",5,0,FALSE,"",
"private fire sevice",5,0,FALSE,"",
"C",5,0,FALSE,"",
"C24",5,0,FALSE,"",
"C37",5,0,FALSE,"",
"Private road",5,0,FALSE,"",
"Caravan Park",5,0,FALSE,"",
"Unlicensed Airfield",5,0,FALSE,"",
"WW II pillbox",5,0,FALSE,"",
"Hospice",5,0,FALSE,"",
"Private Road",5,0,FALSE,"",
"Plant Hire",5,0,FALSE,"",
"Office",5,0,FALSE,"",
"Church in Wales",5,0,FALSE,"",
"ZZA",5,0,FALSE,"",
"Narrow gauge railway - steam trains - tourist attraction",5,0,FALSE,"",
"Woodland",5,0,FALSE,"",
"Private",5,0,FALSE,"",
"D6783",4,0,FALSE,"",
"Inner Tay Estuary",4,0,FALSE,"",
"Rubbish",4,0,FALSE,"",
"4b",4,0,FALSE,"",
"Cinema",4,0,FALSE,"",
"Spalding",4,0,FALSE,"",
"Salisbury",4,0,FALSE,"",
"Special Area of Conservation",4,0,FALSE,"",
"Health Centre",4,0,FALSE,"",
"ceremonial_county",4,0,FALSE,"",
"Deal",4,0,FALSE,"",
"Unadopted road",4,0,FALSE,"",
"Under gradual restoration by the H&G Canal Trust",4,0,FALSE,"",
"warehouse",4,0,FALSE,"",
"restaurant",4,0,FALSE,"",
"tertiary_highway",4,0,FALSE,"",
"minor",4,0,FALSE,"",
"park",4,0,FALSE,"",
"D4328",4,0,FALSE,"",
"Church",4,0,FALSE,"",
"DCL/137",4,0,FALSE,"",
"D4362",4,0,FALSE,"",
"Theatre",4,0,FALSE,"",
"Foundation/remains of 200 foot radar tower, one of the four legs.",4,0,FALSE,"",
"C58",4,0,FALSE,"",
"Main River",4,0,FALSE,"",
"Short Stay",4,0,FALSE,"",
"bank",4,0,FALSE,"",
"University Hall of Residence",4,0,FALSE,"",
"D4021",4,0,FALSE,"",
"Dumfries",4,0,FALSE,"",
"Evesham",4,0,FALSE,"",
"Sheltered Housing",4,0,FALSE,"",
"Miniature Railway",4,0,FALSE,"",
"War Memorial",4,0,FALSE,"",
"Forestry Access Gate",4,0,FALSE,"",
"Green",4,0,FALSE,"",
"D4463",4,0,FALSE,"",
"Survey",4,0,FALSE,"",
"East Coast Main Line",4,0,FALSE,"",
"GPS",4,0,FALSE,"",
"Bank",4,0,FALSE,"",
"cargo",4,0,FALSE,"",
"public_cycleway;public_bridleway",4,0,FALSE,"",
"Hastings",4,0,FALSE,"",
"Bridlington",4,0,FALSE,"",
"SSSI",4,0,FALSE,"",
"timber_haulage",4,0,FALSE,"",
"Goods",4,0,FALSE,"",
"Footpath plus bridge over Linkway",3,0,FALSE,"",
"Aylesbury to Princes Risborough Line",3,0,FALSE,"",
"Holloway",3,0,FALSE,"",
"10.41/9/1",3,0,FALSE,"",
"B&B",3,0,FALSE,"",
"Council Offices",3,0,FALSE,"",
"Glasgow Southwestern Line",3,0,FALSE,"",
"queen_elizabeth_ii_field",3,0,FALSE,"",
"Strine Brook/Drain",3,0,FALSE,"",
"rough track",3,0,FALSE,"",
"section of cattle fencing",3,0,FALSE,"",
"Bus Lane Only",3,0,FALSE,"",
"Bridleway",3,0,FALSE,"",
"cafe",3,0,FALSE,"",
"D4680",3,0,FALSE,"",
"outer",3,0,FALSE,"",
"National Trust",3,0,FALSE,"",
"SINC",3,0,FALSE,"",
"Black",3,0,FALSE,"",
"tertiary_highway;public_footpath",3,0,FALSE,"",
"Mill Lade",3,0,FALSE,"",
"Swift nesting area",3,0,FALSE,"",
"Footbridge",3,0,FALSE,"",
"car sales",3,0,FALSE,"",
"NCN 1",3,0,FALSE,"",
"Old Electric Tramway (remains)",3,0,FALSE,"",
"SSSI ,SPA, Ramsar",3,0,FALSE,"",
"Residential Estate",3,0,FALSE,"",
"Amenities Plantation",3,0,FALSE,"",
"3",3,0,FALSE,"",
"path",3,0,FALSE,"",
"Dalbeattie",3,0,FALSE,"",
"Footpath",3,0,FALSE,"",
"Guest House",3,0,FALSE,"",
"D4707",3,0,FALSE,"",
"Registered Common Land",3,0,FALSE,"",
"sheepfold",3,0,FALSE,"",
"British Grade II",3,0,FALSE,"",
"Signal Box",3,0,FALSE,"",
"Playground",3,0,FALSE,"",
"C68",3,0,FALSE,"",
"unparished_area",3,0,FALSE,"",
"C84",3,0,FALSE,"",
"Sand and gravel",3,0,FALSE,"",
"Purple",3,0,FALSE,"",
"Bridport",3,0,FALSE,"",
"transport=carpark",3,0,FALSE,"",
"Ingleton Branchline (North Western Railway)",3,0,FALSE,"",
"Unenclosed settlement",3,0,FALSE,"",
"Martello Tower",3,0,FALSE,"",
"Cricket Pitch",3,0,FALSE,"",
"Errol POW",3,0,FALSE,"",
"Cemetery",3,0,FALSE,"",
"Croesor Tramway ",3,0,FALSE,"",
"Catford",3,0,FALSE,"",
"Park to Kintore 33kV",3,0,FALSE,"",
"White",3,0,FALSE,"",
"Hairdresser",3,0,FALSE,"",
"certificated_location",3,0,FALSE,"",
"D4415",3,0,FALSE,"",
"Village",3,0,FALSE,"",
"D4460",3,0,FALSE,"",
"Ancient Monument",3,0,FALSE,"",
"restricted_byway;unclassified_highway",3,0,FALSE,"",
"Minor Injuries Unit",3,0,FALSE,"",
"rocks",3,0,FALSE,"",
"Subdonald Dewey",3,0,FALSE,"",
"Wood",3,0,FALSE,"",
"Dog Waste Bin",3,0,FALSE,"",
"Hostel",3,0,FALSE,"",
"New Gate",3,0,FALSE,"",
"_open_to_all_traffic",3,0,FALSE,"",
"Museum",3,0,FALSE,"",
"Cycle Shop",3,0,FALSE,"",
"FP39",3,0,FALSE,"",
"breakwater",3,0,FALSE,"",
"D4159",3,0,FALSE,"",
"Cheltenham",3,0,FALSE,"",
"public_bridleway;public_footpath",3,0,FALSE,"",
"council_authorised",3,0,FALSE,"",
"Tourism",3,0,FALSE,"",
"D4551",3,0,FALSE,"",
"floors:2",3,0,FALSE,"",
"floors:5",3,0,FALSE,"",
"UK Trunk Road",3,0,FALSE,"",
"Lighthouse",3,0,FALSE,"",
"zebra",3,0,FALSE,"",
"highway=residential",2,0,FALSE,"",
"Viewpoint",2,0,FALSE,"",
"Walled Garden",2,0,FALSE,"",
"grade II listed",2,0,FALSE,"",
"inner",2,0,FALSE,"",
"Liberty (Extra Parochial)",2,0,FALSE,"",
"viewpoint",2,0,FALSE,"",
"Reservoir",2,0,FALSE,"",
"florist ",2,0,FALSE,"",
"Nuneaton Superstore",2,0,FALSE,"",
"Bakery",2,0,FALSE,"",
"Lodge Gate",2,0,FALSE,"",
"private access",2,0,FALSE,"",
"supermarket",2,0,FALSE,"",
"FP 38",2,0,FALSE,"",
"Public Toilets",2,0,FALSE,"",
"Manchester University",2,0,FALSE,"",
"transport=car_park",2,0,FALSE,"",
"PHG",2,0,FALSE,"",
"13",2,0,FALSE,"",
"avenue of trees ",2,0,FALSE,"",
"British Grade II*",2,0,FALSE,"",
"national_trail",2,0,FALSE,"",
"Route with public access",2,0,FALSE,"",
"WCML Up Fast",2,0,FALSE,"",
"Sheerness",2,0,FALSE,"",
"barn_agricultural",2,0,FALSE,"",
"transport=fuel",2,0,FALSE,"",
"Further Education",2,0,FALSE,"",
"D4215",2,0,FALSE,"",
"Farm Shop",2,0,FALSE,"",
"Vehicle Repair",2,0,FALSE,"",
"Shoe shop",2,0,FALSE,"",
"Barker's Pool Fountain",2,0,FALSE,"",
"Donald Dewey",2,0,FALSE,"",
"lychgate",2,0,FALSE,"",
"public_cycleway;public_footpath",2,0,FALSE,"",
"Broomhill",2,0,FALSE,"",
"D2803",2,0,FALSE,"",
"D4264",2,0,FALSE,"",
"GODMANCHESTER REC",2,0,FALSE,"",
"Government Sidings",2,0,FALSE,"",
"pedestrian_zone",2,0,FALSE,"",
"waterway=boatyard",2,0,FALSE,"",
"D4602",2,0,FALSE,"",
"Doctor's Surgery",2,0,FALSE,"",
"Local Spring (Disused)",2,0,FALSE,"",
"Telephone cabinet 4 Maesteg",2,0,FALSE,"",
"Staff Car Park",2,0,FALSE,"",
"BMX Track",2,0,FALSE,"",
"Cottage",2,0,FALSE,"",
"Byway",2,0,FALSE,"",
"allowed",2,0,FALSE,"",
"Locked",2,0,FALSE,"",
"D7147",2,0,FALSE,"",
"D7154",2,0,FALSE,"",
"Yellow",2,0,FALSE,"",
"ck (WW 2 Airfield Access Road)",2,0,FALSE,"",
"D4656",2,0,FALSE,"",
"Tidal Path",2,0,FALSE,"",
"Belvidere Bridge",2,0,FALSE,"",
"voluntary_controlled",2,0,FALSE,"",
"Little West",2,0,FALSE,"",
"D4677",2,0,FALSE,"",
"Unstaffed",2,0,FALSE,"",
"Outdoor Riding Arena",2,0,FALSE,"",
"D4681",2,0,FALSE,"",
"D4684",2,0,FALSE,"",
"D4686",2,0,FALSE,"",
"anglican",2,0,FALSE,"",
"destination",2,0,FALSE,"",
"D4690",2,0,FALSE,"",
"D4692",2,0,FALSE,"",
"Permissive way by river",2,0,FALSE,"",
"Self-catering Holiday Cottage",2,0,FALSE,"",
"Chemist",2,0,FALSE,"",
"Picnic area",2,0,FALSE,"",
"Brighton",2,0,FALSE,"",
"fast food",2,0,FALSE,"",
"Male",2,0,FALSE,"",
"No. 3 Road",2,0,FALSE,"",
"Witham",2,0,FALSE,"",
"N.T.",2,0,FALSE,"",
"Grade II Listed",2,0,FALSE,"",
"Locked Gate",2,0,FALSE,"",
"Recycling Bank",2,0,FALSE,"",
"Castle Douglas Superstore",2,0,FALSE,"",
"Cardiff",2,0,FALSE,"",
"Footpath with permissive rights for cycling",2,0,FALSE,"",
"bycicle",2,0,FALSE,"",
"York",2,0,FALSE,"",
"public",2,0,FALSE,"",
"Fire Station",2,0,FALSE,"",
"Stone",2,0,FALSE,"",
"Seamstress",2,0,FALSE,"",
"Tidal Road",2,0,FALSE,"",
"amenity=townhall",2,0,FALSE,"",
"Feeder",2,0,FALSE,"",
"Wine Merchant",2,0,FALSE,"",
"Fixed speed camera",2,0,FALSE,"",
"A5272",2,0,FALSE,"",
"Newport Pagnell Services",2,0,FALSE,"",
"Church Hall",2,0,FALSE,"",
"Cycle and motorcycle shop",2,0,FALSE,"",
"GP Doctors Surgery",2,0,FALSE,"",
"Manchester",2,0,FALSE,"",
"cinema",2,0,FALSE,"",
"building=appartments",2,0,FALSE,"",
"1",2,0,FALSE,"",
"5",2,0,FALSE,"",
"Towcester",2,0,FALSE,"",
"Workshop Road",2,0,FALSE,"",
"DCL/138",2,0,FALSE,"",
"Youth Hostel",2,0,FALSE,"",
"D4360",2,0,FALSE,"",
"Old Quarry Trackbed",2,0,FALSE,"",
"Welshpool",2,0,FALSE,"",
"former_permissive_path",2,0,FALSE,"",
"Residents",2,0,FALSE,"",
"permissive_byway",2,0,FALSE,"",
"D4706",2,0,FALSE,"",
"D4388",2,0,FALSE,"",
"60-01-08",2,0,FALSE,"",
"Local",2,0,FALSE,"",
"Pub",2,0,FALSE,"",
"Woodland owned and managed by Woodland Trust",2,0,FALSE,"",
"locked",2,0,FALSE,"",
"D4725",2,0,FALSE,"",
"amenity=pub",2,0,FALSE,"",
"Sixth Form College",2,0,FALSE,"",
"voluntary_aided",2,0,FALSE,"",
"Wetherspoons",2,0,FALSE,"",
"Offices",2,0,FALSE,"",
"D7251",2,0,FALSE,"",
"D7252",2,0,FALSE,"",
"Private drive",2,0,FALSE,"",
"D7256",2,0,FALSE,"",
"D7253",2,0,FALSE,"",
"Layby",2,0,FALSE,"",
"Deer fence",2,0,FALSE,"",
"Cafe",2,0,FALSE,"",
"Welling",2,0,FALSE,"",
"BR-005",2,0,FALSE,"",
"site_of_scientific_interest",2,0,FALSE,"",
"D4773",2,0,FALSE,"",
"metropolitan_county",2,0,FALSE,"",
"amenity=toilets",2,0,FALSE,"",
"BR-028",2,0,FALSE,"",
"BR-029",2,0,FALSE,"",
"BR-027",2,0,FALSE,"",
"sssi",2,0,FALSE,"",
"BR-026",2,0,FALSE,"",
"Quarry",2,0,FALSE,"",
"BR-024",2,0,FALSE,"",
"BR-023",2,0,FALSE,"",
"BR-025",2,0,FALSE,"",
"Nursery",2,0,FALSE,"",
"Convenience Store",2,0,FALSE,"",
"Newton Abbot",2,0,FALSE,"",
"Convenience store",2,0,FALSE,"",
"road",2,0,FALSE,"",
"Stables",2,0,FALSE,"",
"Hospital",2,0,FALSE,"",
"lay-by",2,0,FALSE,"",
"OS  Opendata Streetview",2,0,FALSE,"",
"toucan",2,0,FALSE,"",
"Staff",2,0,FALSE,"",
"domestic_garage",2,0,FALSE,"",
"Emergancy Water Supply",2,0,FALSE,"",
"Lincoln",2,0,FALSE,"",
"staff",2,0,FALSE,"",
"Recycling Centre",2,0,FALSE,"",
"Builder's Merchants",2,0,FALSE,"",
"Flats",2,0,FALSE,"",
"Cairn",2,0,FALSE,"",
"Under Construction",2,0,FALSE,"",
"Supermarket",2,0,FALSE,"",
"Resturant ",2,0,FALSE,"",
"Campsite",2,0,FALSE,"",
"Pow of Errol",2,0,FALSE,"",
"public_footpath;adopted highway",2,0,FALSE,"",
"note",2,0,FALSE,"",
"Crediton",2,0,FALSE,"",
"Honiton",2,0,FALSE,"",
"Community",2,0,FALSE,"",
"Food",2,0,FALSE,"",
"Cycle sales and repairs",2,0,FALSE,"",
"Blandford Forum",2,0,FALSE,"",
"WCML Down Fast",2,0,FALSE,"",
"bakery ",2,0,FALSE,"",
"4 Snowdrop Walk Garage",2,0,FALSE,"",
"open to all traffic",2,0,FALSE,"",
"Historic Building",2,0,FALSE,"",
"CLOSED",2,0,FALSE,"",
"Council",2,0,FALSE,"",
"unofficial_cyclepath",2,0,FALSE,"",
"Driffield",2,0,FALSE,"",
"D4402",2,0,FALSE,"",
"Grade I listed",2,0,FALSE,"",
"D4409",2,0,FALSE,"",
"Street",2,0,FALSE,"",
"greenway",2,0,FALSE,"",
"Chartered Accountants",2,0,FALSE,"",
"LSC1/52",2,0,FALSE,"",
"LSC1/53",2,0,FALSE,"",
"LSC1/54",2,0,FALSE,"",
"D4440",2,0,FALSE,"",
"bridleway_open_to_all_traffic",2,0,FALSE,"",
"D4452",2,0,FALSE,"",
"Delicatessen",2,0,FALSE,"",
"D4468",2,0,FALSE,"",
"Fishing Lake",2,0,FALSE,"",
"Skate Park",2,0,FALSE,"",
"Optician",2,0,FALSE,"",
"Visitors to Carrington Riding Centre",2,0,FALSE,"",
"Whitley Grid",2,0,FALSE,"",
"Ipswich Superstore",2,0,FALSE,"",
"payment with number plate recognition cameras",2,0,FALSE,"",
"Onslow Gate",2,0,FALSE,"",
"Community Council",2,0,FALSE,"",
"Pink",2,0,FALSE,"",
"Pay and Display",2,0,FALSE,"",
"medical",2,0,FALSE,"",
"unsealed_unclassified_county_road",2,0,FALSE,"",
"Annan",2,0,FALSE,"",
"Cycle Track Start",2,0,FALSE,"",
"Foxfield Stream Railway",2,0,FALSE,"",
"Cycle Track End",2,0,FALSE,"",
"Grazing Unit fence",2,0,FALSE,"",
"Welshpool Superstore",2,0,FALSE,"",
"Haha wall",2,0,FALSE,"",
"Primary School",2,0,FALSE,"",
"Female",2,0,FALSE,"",
"Souterrains",2,0,FALSE,"",
"BT Phone Box",2,0,FALSE,"",
"Branch Library",2,0,FALSE,"",
"Boston Superstore",2,0,FALSE,"",
"Eastbound",2,0,FALSE,"",
"highway=minor",2,0,FALSE,"",
"shopping=hairdresser",2,0,FALSE,"",
"Student Accommodation",2,0,FALSE,"",
"Seasonal",2,0,FALSE,"",
"Free House",2,0,FALSE,"",
"University",2,0,FALSE,"",
"Former mill pond",2,0,FALSE,"",
"Self catering cottage",2,0,FALSE,"",
"shopping=pharmacy",2,0,FALSE,"",
"Bing",2,0,FALSE,"",
"DIY",2,0,FALSE,"",
"Residential",2,0,FALSE,"",
"D5263",2,0,FALSE,"",
"D4541",2,0,FALSE,"",
"Baptist",2,0,FALSE,"",
"Mill Race",2,0,FALSE,"",
"History Portacabin",2,0,FALSE,"",
"Care Home",2,0,FALSE,"",
"Brighton London Road",2,0,FALSE,"",
"mixed",2,0,FALSE,"",
"pub",2,0,FALSE,"",
"Helston Superstore",2,0,FALSE,"",
"floors:4",2,0,FALSE,"",
"public_footpath;adopted_footway",2,0,FALSE,"",
"floors:7",2,0,FALSE,"",
"Low Bridge",2,0,FALSE,"",
"Former Mill lade",2,0,FALSE,"",
"Grade 2",2,0,FALSE,"",
"Primary",2,0,FALSE,"",
"ouse bank",2,0,FALSE,"",
"Golf Driving Range",2,0,FALSE,"",
"Section of Millhams Mead",2,0,FALSE,"",
"677",2,0,FALSE,"",
"building",2,0,FALSE,"",
"car repair shop",2,0,FALSE,"",
"Easter Meikle Pinkerton Farm",1,0,FALSE,"",
"Lift Bridge",1,0,FALSE,"",
"Residential Home",1,0,FALSE,"",
"Lower Eggleton",1,0,FALSE,"",
"Chapel of Rest",1,0,FALSE,"",
"685",1,0,FALSE,"",
"Sainsburys mini market",1,0,FALSE,"",
"right_of_way",1,0,FALSE,"",
"02 Mobile Phone Mast",1,0,FALSE,"",
"Environmental Enhancement Scheme - Permissive Access till September 2016",1,0,FALSE,"",
"College Garden",1,0,FALSE,"",
"Lyndhurst",1,0,FALSE,"",
"Anglesey Sea Zoo",1,0,FALSE,"",
"Locked gate",1,0,FALSE,"",
"Hartley's Gorse",1,0,FALSE,"",
"L36 DE043",1,0,FALSE,"",
"shop:amusements",1,0,FALSE,"",
"Jakks Mann Ltd",1,0,FALSE,"",
"Toy Shop & Newsagents",1,0,FALSE,"",
"WCML Up Slow",1,0,FALSE,"",
"Whitney Roundabout South",1,0,FALSE,"",
"Carpet Finishing",1,0,FALSE,"",
"Market Street *2317874*",1,0,FALSE,"",
"Conservation grazing of Poole Lane Meadows, Dragonfly Hollow and Gover`s Glade",1,0,FALSE,"",
"Laboratory",1,0,FALSE,"",
"Payphone",1,0,FALSE,"",
"Electrical Store",1,0,FALSE,"",
"Bicycle Sales, Rental, Spares, Accessories, etc",1,0,FALSE,"",
"Restaurant",1,0,FALSE,"",
"ABH",1,0,FALSE,"",
"4 Snowdrop Walk, Sittingbourne, Kent, ME10 4EZ, United Kingdom",1,0,FALSE,"",
"Beckton Sewerage Treatment Works",1,0,FALSE,"",
"Drain",1,0,FALSE,"",
"Telephone cabinet 2 Maesteg",1,0,FALSE,"",
"Saltash Fore Street",1,0,FALSE,"",
"Gate 3",1,0,FALSE,"",
"Gate 4",1,0,FALSE,"",
"Gate 5",1,0,FALSE,"",
"Limazulu Project Space",1,0,FALSE,"",
"Bronze Age Stone Circle",1,0,FALSE,"",
"North Parade",1,0,FALSE,"",
"Senior Officers Housing TL9921 2214",1,0,FALSE,"",
"-1",1,0,FALSE,"",
"Stamford",1,0,FALSE,"",
"Ferrywood",1,0,FALSE,"",
"Gate 2",1,0,FALSE,"",
"Foot Bridge",1,0,FALSE,"",
"Harbury Primary",1,0,FALSE,"",
"Cardiff Bay",1,0,FALSE,"",
"PDW",1,0,FALSE,"",
"Buttermere Park",1,0,FALSE,"",
"Cardiff Wellfield Road Express",1,0,FALSE,"",
"Fishing lodge",1,0,FALSE,"",
"highway",1,0,FALSE,"",
"12c, romanesque",1,0,FALSE,"",
"Omers Gully",1,0,FALSE,"",
"Express Lounge",1,0,FALSE,"",
"Film set",1,0,FALSE,"",
"Take Away",1,0,FALSE,"",
"Sheffield Assay Office",1,0,FALSE,"",
"Jubillee Park",1,0,FALSE,"",
"Northampton",1,0,FALSE,"",
"Railway land",1,0,FALSE,"",
"Fountains",1,0,FALSE,"",
"Fire Gate - Emergency Access Only - No Through Route",1,0,FALSE,"",
"Coppice",1,0,FALSE,"",
"office",1,0,FALSE,"",
"doctors surgery",1,0,FALSE,"",
"amenity = hairdresser",1,0,FALSE,"",
"WSE837",1,0,FALSE,"",
"garden",1,0,FALSE,"",
"spring-fed water trough, safe for drinking",1,0,FALSE,"",
"Mens only",1,0,FALSE,"",
"Footpath Newbury 32/1",1,0,FALSE,"",
"Sheffield & District Society of Model & Experimental Engineers Ltd",1,0,FALSE,"",
"Chrysler, Jeep,  Dodge, Mitsubishi, MG",1,0,FALSE,"",
"Outdoor Gym",1,0,FALSE,"",
"Halifax Bomber crash site",1,0,FALSE,"",
"Costa",1,0,FALSE,"",
"NCI Station",1,0,FALSE,"",
"A624",1,0,FALSE,"",
"C401",1,0,FALSE,"",
"NCN224",1,0,FALSE,"",
"Scout Activity Centre",1,0,FALSE,"",
"Site Access Control",1,0,FALSE,"",
"Telford",1,0,FALSE,"",
"soak away for road water",1,0,FALSE,"",
"Crow Wood",1,0,FALSE,"",
"Pedestrian Crossing",1,0,FALSE,"",
"Queen Elizabeth Gardens",1,0,FALSE,"",
"Apartments for people in later life",1,0,FALSE,"",
"Wedgwood canteen",1,0,FALSE,"",
"FP 35",1,0,FALSE,"",
"Thornaby Wolsingham",1,0,FALSE,"",
"Gate Locked at Night",1,0,FALSE,"",
"Glasgow Norby Road",1,0,FALSE,"",
"Sellack Village Hall",1,0,FALSE,"",
"www.askewarchitects.co.uk",1,0,FALSE,"",
"Camping for canoe builders",1,0,FALSE,"",
"Labelled ER2 at The Rise end but maybe ER3",1,0,FALSE,"",
"Jamblin Res'",1,0,FALSE,"",
"Wildlife Trust Reserve",1,0,FALSE,"",
"Hawley Farm",1,0,FALSE,"",
"pond",1,0,FALSE,"",
"Reserved - Permit Holders Only",1,0,FALSE,"",
"Janet Genter Community Nursery",1,0,FALSE,"",
