id,quietness,speed,pause,cyclable,walkable
3986538,55,27,0,1,0
3986744,90,29,0,1,1
3986745,80,27,1,1,1
3986746,80,27,1,1,0
3986748,70,24,0,1,0
3986749,100,29,0,1,1
3986750,100,27,0,1,1
3986751,90,24,0,1,1
3986753,100,29,0,1,1
3986755,100,27,0,1,1
3986756,75,26,0,1,1
3986757,100,30,0,1,0
3986759,80,26,0,1,1
3986760,100,30,0,1,1
3986762,90,24,0,1,1
3986763,90,24,0,1,1
3986764,100,27,0,1,0
3986765,90,24,0,1,0
3986766,90,24,0,1,1
3986767,80,26,0,1,1
3986768,100,32,0,1,1
3986770,90,26,0,1,0
3986772,60,20,0,1,1
3986773,80,26,0,1,1
3986774,80,26,0,1,1
3986777,100,29,0,1,1
3986778,70,6,3,0,1
3986781,50,6,0,0,1
3986787,90,24,0,1,1
3986788,80,27,0,1,1
3986790,100,27,0,1,1
3986791,60,20,0,1,1
3986792,60,20,0,1,1
3986798,60,20,0,1,1
3986799,60,20,0,1,1
3986801,50,6,0,0,1
3986802,50,6,0,0,1
3986803,70,12,0,1,1
3986804,90,16,0,1,1
3986806,60,8,0,0,1
3986808,100,27,0,1,1
3986809,80,24,0,1,1
3986813,50,6,0,0,1
3986815,100,30,0,1,1
3986816,100,30,0,1,1
3986819,100,27,0,1,1
3986821,80,24,0,1,1
3986822,50,6,0,0,1
3986823,100,32,0,1,1
3986825,80,24,0,1,1
3986826,80,20,0,1,1
3986827,60,20,0,1,1
3986830,60,20,0,1,1
3986835,90,24,0,1,1
3986836,80,24,0,1,1
3986837,80,24,0,1,1
3986838,80,24,0,1,1
3986839,80,24,0,1,1
3986840,100,27,0,1,1
3986841,80,24,0,1,1
3986843,100,27,0,1,1
3986844,80,24,0,1,1
3986845,100,27,0,1,1
3986846,80,24,0,1,1
3986849,80,24,0,1,1
3986851,80,24,0,1,1
3986853,80,24,0,1,1
3986856,100,27,0,1,1
3986857,100,29,0,1,1
3986869,80,24,0,1,1
3986872,60,20,0,1,1
3986873,100,27,0,1,1
3986874,80,20,0,1,1
3986897,100,30,0,1,1
3986898,25,1,15,0,1
3986899,100,27,0,1,1
3986900,80,24,0,1,1
3986901,100,27,0,1,1
3986903,100,27,0,1,1
3986904,50,6,0,0,1
3986905,100,27,0,1,1
3986906,100,30,0,1,1
3986907,60,20,0,1,1
3986908,100,30,0,1,1
3986909,100,32,0,1,1
3986910,70,26,0,1,1
3986911,100,30,0,1,1
3986913,100,27,0,1,1
3986917,100,30,0,1,1
3986918,100,29,0,1,1
3986919,100,32,0,1,1
3986922,50,6,0,0,1
3986924,100,27,0,1,1
3986930,80,24,0,1,1
3986931,100,27,0,1,1
3986932,80,24,0,1,1
3987006,100,27,0,1,1
3987007,100,27,0,1,1
3987008,100,27,0,1,1
3987009,90,27,0,1,1
3987011,100,27,0,1,1
3987012,80,24,0,1,1
3987013,100,27,0,1,1
3987015,80,24,0,1,1
3987016,100,29,0,1,1
3987017,80,24,0,1,1
3987020,80,24,0,1,1
3987021,80,24,0,1,1
3987022,80,24,0,1,1
3987024,60,20,0,1,1
3987025,80,24,0,1,1
3987026,80,24,0,1,1
3987027,80,24,0,1,1
3987028,80,24,0,1,1
3987029,80,24,0,1,1
3987030,60,20,0,1,1
3987031,50,6,0,0,1
3987033,80,24,0,1,1
3987034,75,24,0,1,1
3987035,75,24,0,1,1
3987038,80,24,0,1,1
3987039,80,24,0,1,1
3987040,80,24,0,1,1
3987041,100,29,0,1,1
3987042,75,24,0,1,1
3987043,75,24,0,1,1
3987044,60,20,0,1,1
3987046,60,20,0,1,1
3987049,60,20,0,1,1
3987050,60,20,0,1,1
3987053,50,6,0,0,1
3987054,80,24,0,1,1
3987056,100,27,0,1,1
3987057,100,27,0,1,1
3987059,80,24,0,1,1
3987060,100,27,0,1,1
3987061,80,24,0,1,1
3987062,80,24,0,1,1
3987063,80,24,0,1,1
3987064,80,24,0,1,1
3987065,80,24,0,1,1
3987066,80,24,0,1,1
3987067,80,24,0,1,1
3987068,60,20,0,1,1
3987069,60,20,0,1,1
3987070,60,20,0,1,1
3987071,80,24,0,1,1
3987072,90,26,0,1,1
3987074,100,27,0,1,1
3987075,50,6,0,0,1
3987076,80,24,0,1,1
3987077,80,24,0,1,1
3987078,80,24,0,1,1
3987079,80,24,0,1,1
3987080,80,24,0,1,1
3987082,80,20,0,1,1
3987083,80,24,0,1,1
3987084,80,24,0,1,1
3987085,80,24,0,1,1
3987086,90,27,0,1,1
3987087,80,24,0,1,1
3987088,60,20,0,1,1
3987089,50,6,0,0,1
3987092,50,6,0,0,1
3987093,60,20,0,1,1
3987094,60,20,0,1,1
3987113,100,29,0,1,1
3987115,100,19,0,1,1
3987120,50,6,0,0,1
3987121,50,6,0,0,1
3987141,80,24,0,1,1
3987142,80,24,0,1,1
3987147,80,24,0,1,1
3987151,80,24,0,1,1
3987152,50,6,0,0,1
3987153,80,24,0,1,1
3987154,60,20,0,1,1
3987157,100,27,0,1,1
3987159,60,24,0,1,0
3992966,90,26,0,1,1
3992967,100,29,0,1,1
3992968,35,27,0,1,0
3992970,80,26,0,1,1
3992971,80,26,0,1,1
3992974,100,27,0,1,1
3992975,100,27,0,1,1
3992976,100,32,0,1,1
3992978,50,6,0,0,1
3992980,80,24,0,1,1
3992984,80,24,0,1,1
3992986,100,27,0,1,1
3992988,100,27,0,1,0
3992990,90,24,0,1,1
3992992,60,20,0,1,1
3992993,50,6,0,0,1
3992994,60,20,0,1,1
3992995,60,20,0,1,1
3992997,50,6,0,0,1
3992998,100,30,0,1,0
3993002,60,8,0,0,1
3993004,100,27,0,1,1
3993005,25,24,0,1,0
3993006,25,24,0,1,0
3993007,25,24,0,1,0
3993008,25,24,0,1,0
3993009,25,27,0,1,0
3993010,35,27,0,1,0
3993011,25,24,0,1,0
3993016,70,12,0,1,1
3993017,50,6,0,0,1
3993019,60,12,2,1,1
3993020,95,11,1,1,1
3993026,74,5,4,1,1
3993027,70,24,0,1,1
3993033,90,12,2,1,1
3993037,70,10,0,1,1
3993038,50,6,0,0,1
3993043,90,24,0,1,1
3993044,90,24,0,1,1
3993045,70,6,3,0,1
3993047,70,6,3,0,1
3993048,100,27,0,1,1
3993049,100,23,0,1,0
3993050,100,30,0,1,0
3993051,100,27,0,1,1
3993052,60,20,0,1,1
3993055,60,20,0,1,1
3993056,50,6,0,0,1
3993059,80,27,0,1,1
3993061,60,20,0,1,1
3993062,50,6,0,0,1
3993063,80,24,0,1,1
3993065,100,30,0,1,1
3993066,100,30,0,1,1
3993069,100,27,0,1,1
3993075,25,24,0,1,0
3993079,100,27,0,1,1
3993080,90,12,2,1,1
3993082,90,24,0,1,1
3993083,100,30,0,1,1
3993085,60,20,0,1,1
3993086,80,9,0,1,1
3993087,80,9,0,1,1
3993088,80,9,0,1,1
3993089,13,24,6,1,0
3993090,60,20,0,1,1
3993093,25,1,15,0,1
3993095,30,2,2,0,1
3993096,80,27,0,1,1
3993097,80,24,0,1,1
3993098,100,27,0,1,1
3993099,60,20,0,1,1
3993100,100,29,0,1,1
3993102,80,24,0,1,1
3993103,60,20,0,1,1
3993113,80,24,0,1,1
3993115,80,24,0,1,1
3993118,60,20,0,1,1
3993125,95,11,1,1,1
3993126,90,24,0,1,1
3993178,100,27,0,1,1
3993179,80,24,0,1,1
3993180,80,24,0,1,1
3993181,80,24,0,1,1
3993183,80,24,0,1,1
3993184,80,24,0,1,1
3993185,80,24,0,1,1
3994543,60,20,0,1,1
3994544,60,20,0,1,1
3994545,60,20,0,1,1
3994546,60,20,0,1,1
3994547,60,20,0,1,1
3994548,60,20,0,1,1
3994549,60,20,0,1,1
3994550,60,20,0,1,1
3994551,80,24,0,1,1
3994553,60,20,0,1,1
3994554,25,24,0,1,0
3994555,60,20,0,1,1
3994556,60,20,0,1,1
3994557,60,20,0,1,1
3994558,100,27,0,1,1
3994559,100,27,0,1,1
3994561,80,24,0,1,1
3994562,80,24,0,1,1
3994565,80,24,0,1,1
3994566,90,26,0,1,1
3994567,60,20,0,1,1
3994568,90,26,0,1,1
3994569,90,26,0,1,1
3994570,60,20,0,1,1
3994571,90,26,0,1,1
3994572,90,26,0,1,1
3994573,80,24,0,1,1
3994574,90,26,0,1,1
3994575,100,29,0,1,1
3994576,90,26,0,1,1
3994577,80,24,0,1,1
3994578,90,26,0,1,1
3994580,90,26,0,1,1
3994581,50,6,0,0,1
3994582,50,6,0,0,1
3994583,50,6,0,0,1
3994585,80,24,0,1,1
3994586,80,24,0,1,1
3994587,80,24,0,1,1
3994588,60,20,0,1,1
3994589,80,24,0,1,1
3994594,60,20,0,1,1
3994599,80,24,0,1,1
3994600,100,27,0,1,1
3994602,80,24,0,1,1
3994603,80,24,0,1,1
3994604,100,27,0,1,0
3994605,100,29,0,1,1
3994606,100,30,0,1,1
3994607,100,27,0,1,1
3994608,80,24,0,1,1
3994609,100,29,0,1,1
3994610,80,24,0,1,1
3994612,60,20,0,1,1
3994613,15,24,0,1,0
3994614,25,24,0,1,0
3994615,25,24,0,1,0
3994616,13,24,6,1,0
3994617,60,24,0,1,1
3994619,25,24,0,1,0
3994620,25,24,0,1,0
3994621,25,24,0,1,0
3994622,15,24,0,1,0
3994623,25,24,0,1,0
3994624,25,24,0,1,0
3994625,25,24,0,1,0
3994626,13,24,6,1,0
3994631,80,24,0,1,1
3994632,75,33,0,1,1
3994633,15,24,0,1,0
3994635,80,24,0,1,1
3994636,80,24,0,1,1
3994637,80,24,0,1,1
3994638,60,20,0,1,1
3994639,100,27,0,1,1
3994640,100,27,0,1,1
3994641,100,27,0,1,1
3994642,100,27,0,1,1
3994643,80,24,0,1,1
3994644,80,24,0,1,1
3994645,80,24,0,1,1
3994646,80,24,0,1,1
3994647,80,24,0,1,1
3994648,80,24,0,1,1
3994649,80,24,0,1,1
3994650,100,27,0,1,1
3994651,80,24,0,1,1
3994652,80,24,0,1,1
3994653,80,24,0,1,1
3994654,80,24,0,1,1
3994655,80,24,0,1,1
3994656,80,24,0,1,1
3994657,80,24,0,1,1
3994659,80,24,0,1,1
3994660,60,20,0,1,1
3994661,60,20,0,1,1
3994662,50,6,0,0,1
3994663,100,27,0,1,1
3994664,60,20,0,1,1
3994666,100,27,0,1,1
3995580,80,24,0,1,1
3995581,80,24,0,1,1
3995582,80,24,0,1,1
3995583,80,24,0,1,1
3997769,90,26,0,1,1
3997770,100,13,0,1,1
3997771,80,24,0,1,1
3997772,80,24,0,1,1
3997774,60,7,1,0,1
3997777,80,24,0,1,1
3997778,90,26,0,1,1
3997779,80,24,0,1,1
3997780,80,24,0,1,1
3997786,90,26,0,1,1
3997787,40,24,0,1,1
3997790,80,24,0,1,1
3997791,90,26,0,1,1
3997793,60,20,0,1,1
3997794,80,24,0,1,1
3997795,80,24,0,1,1
3997796,60,20,0,1,1
3997797,100,27,0,1,1
3997798,60,20,0,1,1
3997799,70,26,0,1,1
3997803,100,29,0,1,1
3997804,100,27,0,1,1
3997805,100,13,0,1,1
3997806,50,6,0,0,1
3997807,80,24,0,1,1
3997808,80,24,0,1,1
3997811,25,24,0,1,0
3997813,80,24,0,1,1
3997814,90,26,0,1,1
3997815,100,27,0,1,0
3997816,80,24,0,1,1
3997817,80,24,0,1,1
3997820,100,27,0,1,1
3997821,80,24,0,1,1
3997823,60,11,2,1,1
3997824,80,24,0,1,1
3997825,60,20,0,1,1
3997827,60,11,2,1,1
3997829,100,13,0,1,1
3997831,80,24,0,1,1
3997832,100,27,0,1,1
3997833,90,26,0,1,1
3997834,90,26,0,1,1
3997837,50,6,0,0,1
3997839,80,24,0,1,1
3997840,60,20,0,1,1
3997841,60,20,0,1,1
3997842,60,20,0,1,1
3997843,100,27,0,1,1
3997844,80,24,0,1,1
3997845,80,24,0,1,1
3997846,60,20,0,1,1
3997847,60,20,0,1,1
3997848,100,13,0,1,1
3997849,80,24,0,1,1
3997850,60,20,0,1,1
3997851,90,26,0,1,1
3997853,60,20,0,1,1
3997854,80,24,0,1,1
3997856,50,6,0,0,1
3997857,100,32,0,1,1
3997858,90,26,0,1,1
3997860,80,24,0,1,1
3997861,100,27,0,1,1
3997862,80,24,0,1,1
3997863,100,27,0,1,1
3997864,90,26,0,1,1
3997865,60,20,0,1,1
3997868,80,24,0,1,1
3997870,80,9,7,1,1
3997871,60,20,0,1,1
3997872,25,24,0,1,0
3997873,75,24,0,1,1
3997874,80,24,0,1,1
3997875,80,24,0,1,1
3997876,80,24,0,1,1
3997877,90,26,0,1,1
3997878,100,27,0,1,1
3997879,100,13,0,1,1
3997882,80,24,0,1,1
3997885,80,24,0,1,1
3997886,80,24,0,1,1
3997887,80,24,0,1,1
3997888,80,24,0,1,1
3997889,100,27,0,1,1
